x;y;dy
1;0.5432;0.407205158
1.5;0.5145;0.359220286
2;0.269266667;0.092141798
2.27;0.571633333;0.067629612
2.5;0.497;0.008534636
2.7;0.497733333;0.001793816
3;0.500033333;0.001047748
3.5;0.4987;0.000503322
4;0.500466667;0.000933334
4.5;0.499033333;0.000352766
5;0.499766667;0.000819214
