x;y;dy
1;0.5564;0.15390175
1.5;0.457428571;0.190109476
2;0.359228571;0.14270926
2.27;0.458314286;0.077582428
2.5;0.4844;0.03696119
2.7;0.478628571;0.08233276
3;0.516957143;0.046215208
3.5;0.493885714;0.04565868
4;0.480671429;0.021549576
4.5;0.508928571;0.010642656
5;0.491828571;0.017558214
5.5;0.502242857;0.0124909
6;0.503571429;0.02158702
6.5;0.502385714;0.012429798
7;0.511628571;0.030344866
