x;y;dy
1;0.344303333;0.570626094
1.5;0.393666667;0.290389448
2;0.375966667;0.18830211
2.27;0.497033333;0.08605249
2.5;0.484233333;0.021812636
2.7;0.4958;0.013136716
3;0.498;0.002914332
3.5;0.497466667;0.001964122
4;0.500166667;0.00323591
4.5;0.498;0.00052915
5;0.499333333;0.002034152
