x;y;dy
1;0.344303333;0.285313047
1.5;0.393666667;0.145194724
2;0.375966667;0.094151055
2.27;0.497033333;0.043026245
2.5;0.484233333;0.010906318
2.7;0.4958;0.006568358
3;0.498;0.001457166
3.5;0.497466667;0.000982061
4;0.500166667;0.001617955
4.5;0.498;0.000264575
5;0.499333333;0.001017076
