x;y;dy
1;0.5564;0.076950875
1.5;0.457428571;0.095054738
2;0.359228571;0.07135463
2.27;0.458314286;0.038791214
2.5;0.4844;0.018480595
2.7;0.478628571;0.04116638
3;0.516957143;0.023107604
3.5;0.493885714;0.02282934
4;0.480671429;0.010774788
4.5;0.508928571;0.005321328
5;0.491828571;0.008779107
5.5;0.502242857;0.00624545
6;0.503571429;0.01079351
6.5;0.502385714;0.006214899
7;0.511628571;0.015172433
