x;y;dy
1;0.282768;0.217280356
1.5;0.6265;0.216701416
2;0.71824;0.097542824
2.27;0.49212;0.090561944
2.5;0.48718;0.01886599
2.7;0.49668;0.019138902
3;0.50172;0.012550602
3.5;0.5036;0.005472476
4;0.4965;0.003756594
4.5;0.50106;0.00673991
5;0.499466667;0.006882184
5.5;0.5036;0.003638682
6;0.503666667;0.00587121
6.5;0.491933333;0.010243914
7;0.5023;0.00707201
