x;y;dy
1;0.481213333;0.26707945
1.5;0.28922;0.157002418
2;0.386316667;0.182591752
2.27;0.54365;0.052037544
2.5;0.473483333;0.038611066
2.7;0.505166667;0.02283907
3;0.5143;0.018491368
3.5;0.4899;0.022376892
4;0.498733333;0.00615655
4.5;0.500116667;0.01351724
5;0.509166667;0.007944418
5.5;0.494583333;0.010942932
6;0.499066667;0.003929942
6.5;0.494416667;0.00723923
7;0.509766667;0.011380178
