x;y;dy
1;0.27221;0.476373522
1.5;0.476933333;0.444462406
2;0.412033333;0.33713984
2.27;0.511233333;0.106899268
2.5;0.494233333;0.0168722
2.7;0.4954;0.012247994
3;0.5007;0.004410594
3.5;0.498566667;0.003495394
4;0.498833333;0.001737176
4.5;0.498766667;0.002395366
5;0.499333333;0.00206989
