x;y;dy
1;0.27221;0.238186761
1.5;0.476933333;0.222231203
2;0.412033333;0.16856992
2.27;0.511233333;0.053449634
2.5;0.494233333;0.0084361
2.7;0.4954;0.006123997
3;0.5007;0.002205297
3.5;0.498566667;0.001747697
4;0.498833333;0.000868588
4.5;0.498766667;0.001197683
5;0.499333333;0.001034945
