x;y;dy
1;0.481213333;0.133539725
1.5;0.28922;0.078501209
2;0.386316667;0.091295876
2.27;0.54365;0.026018772
2.5;0.473483333;0.019305533
2.7;0.505166667;0.011419535
3;0.5143;0.009245684
3.5;0.4899;0.011188446
4;0.498733333;0.003078275
4.5;0.500116667;0.00675862
5;0.509166667;0.003972209
5.5;0.494583333;0.005471466
6;0.499066667;0.001964971
6.5;0.494416667;0.003619615
7;0.509766667;0.005690089
