x;y;dy
1;0.5432;0.203602579
1.5;0.5145;0.179610143
2;0.269266667;0.046070899
2.27;0.571633333;0.033814806
2.5;0.497;0.004267318
2.7;0.497733333;0.000896908
3;0.500033333;0.000523874
3.5;0.4987;0.000251661
4;0.500466667;0.000466667
4.5;0.499033333;0.000176383
5;0.499766667;0.000409607
