x;y
592;0.160790
593;0.160919
594;0.161049
595;0.161180
596;0.161312
597;0.161444
598;0.161577
599;0.161711
600;0.161846
601;0.161981
602;0.162117
603;0.162255
604;0.162392
605;0.162530
606;0.162669
607;0.162809
608;0.162949
609;0.163090
610;0.163232
611;0.163375
612;0.163517
613;0.163660
614;0.163804
615;0.163949
616;0.164093
617;0.164238
618;0.164384
619;0.164531
620;0.164677
621;0.164824
622;0.164972
623;0.165120
624;0.165267
625;0.165415
626;0.165565
627;0.165714
628;0.165863
629;0.166013
630;0.166163
631;0.166313
632;0.166462
633;0.166611
634;0.166762
635;0.166913
636;0.167063
637;0.167213
638;0.167364
639;0.167514
640;0.167663
641;0.167812
642;0.167962
643;0.168112
644;0.168261
645;0.168410
646;0.168561
647;0.168710
648;0.168857
649;0.169003
650;0.169151
651;0.169298
652;0.169444
653;0.169590
654;0.169737
655;0.169882
656;0.170023
657;0.170165
658;0.170306
659;0.170446
660;0.170586
661;0.170727
662;0.170869
663;0.171009
664;0.171146
665;0.171283
666;0.171417
667;0.171549
668;0.171681
669;0.171812
670;0.171940
671;0.172065
672;0.172187
673;0.172308
674;0.172428
675;0.172547
676;0.172664
677;0.172782
678;0.172899
679;0.173010
680;0.173120
681;0.173229
682;0.173333
683;0.173430
684;0.173523
685;0.173616
686;0.173707
687;0.173794
688;0.173877
689;0.173957
690;0.174035
691;0.174110
692;0.174181
693;0.174249
694;0.174314
695;0.174373
696;0.174430
697;0.174484
698;0.174536
699;0.174585
700;0.174631
701;0.174675
702;0.174716
703;0.174754
704;0.174788
705;0.174820
706;0.174848
707;0.174873
708;0.174894
709;0.174913
710;0.174927
711;0.174937
712;0.174943
713;0.174946
714;0.174945
715;0.174941
716;0.174935
717;0.174929
718;0.174920
719;0.174907
720;0.174893
721;0.174877
722;0.174856
723;0.174830
724;0.174803
725;0.174774
726;0.174741
727;0.174706
728;0.174671
729;0.174634
730;0.174592
731;0.174546
732;0.174498
733;0.174447
734;0.174394
735;0.174340
736;0.174287
737;0.174234
738;0.174177
739;0.174119
740;0.174061
741;0.173999
742;0.173930
743;0.173859
744;0.173788
745;0.173717
746;0.173646
747;0.173575
748;0.173504
749;0.173433
750;0.173358
751;0.173280
752;0.173199
753;0.173117
754;0.173033
755;0.172951
756;0.172871
757;0.172790
758;0.172708
759;0.172626
760;0.172542
761;0.172453
762;0.172363
763;0.172273
764;0.172185
765;0.172097
766;0.172008
767;0.171921
768;0.171835
769;0.171746
770;0.171654
771;0.171562
772;0.171470
773;0.171378
774;0.171286
775;0.171196
776;0.171106
777;0.171016
778;0.170924
779;0.170832
780;0.170739
781;0.170646
782;0.170554
783;0.170463
784;0.170373
785;0.170283
786;0.170192
787;0.170102
788;0.170010
789;0.169920
790;0.169829
791;0.169739
792;0.169650
793;0.169561
794;0.169472
795;0.169383
796;0.169294
797;0.169206
798;0.169119
799;0.169032
800;0.168945
801;0.168859
802;0.168774
803;0.168689
804;0.168604
805;0.168520
806;0.168436
807;0.168353
808;0.168270
809;0.168188
810;0.168107
811;0.168026
812;0.167945
813;0.167865
814;0.167785
815;0.167707
816;0.167629
817;0.167552
818;0.167476
819;0.167401
820;0.167325
821;0.167250
822;0.167175
823;0.167101
824;0.167029
825;0.166958
826;0.166886
827;0.166815
828;0.166745
829;0.166675
830;0.166606
831;0.166539
832;0.166472
833;0.166407
834;0.166341
835;0.166275
836;0.166211
837;0.166147
838;0.166085
839;0.166023
840;0.165963
841;0.165902
842;0.165841
843;0.165781
844;0.165722
845;0.165665
846;0.165609
847;0.165553
848;0.165498
849;0.165443
850;0.165389
851;0.165336
852;0.165285
853;0.165234
854;0.165184
855;0.165133
856;0.165082
857;0.165033
858;0.164985
859;0.164937
860;0.164891
861;0.164845
862;0.164798
863;0.164753
864;0.164709
865;0.164666
866;0.164625
867;0.164584
868;0.164543
869;0.164502
870;0.164463
871;0.164425
872;0.164387
873;0.164350
874;0.164313
875;0.164276
876;0.164239
877;0.164204
878;0.164169
879;0.164135
880;0.164101
881;0.164067
882;0.164034
883;0.164002
884;0.163971
885;0.163941
886;0.163911
887;0.163882
888;0.163852
889;0.163824
890;0.163796
891;0.163768
892;0.163741
893;0.163714
894;0.163687
895;0.163660
896;0.163635
897;0.163609
898;0.163584
899;0.163559
900;0.163534
901;0.163509
902;0.163486
903;0.163462
904;0.163439
905;0.163416
906;0.163393
907;0.163370
908;0.163348
909;0.163326
910;0.163305
911;0.163283
912;0.163262
913;0.163241
914;0.163221
915;0.163201
916;0.163181
917;0.163161
918;0.163140
919;0.163120
920;0.163099
921;0.163079
922;0.163058
923;0.163037
924;0.163017
925;0.162997
926;0.162977
927;0.162958
928;0.162939
929;0.162921
930;0.162903
931;0.162885
932;0.162868
933;0.162851
934;0.162834
935;0.162818
936;0.162801
937;0.162784
938;0.162767
939;0.162750
940;0.162732
941;0.162715
942;0.162699
943;0.162682
944;0.162665
945;0.162648
946;0.162632
947;0.162617
948;0.162601
949;0.162586
950;0.162570
951;0.162555
952;0.162539
953;0.162524
954;0.162508
955;0.162492
956;0.162476
957;0.162459
958;0.162442
959;0.162425
960;0.162408
961;0.162391
962;0.162375
963;0.162358
964;0.162341
965;0.162324
966;0.162308
967;0.162291
968;0.162275
969;0.162259
970;0.162242
971;0.162225
972;0.162208
973;0.162190
974;0.162172
975;0.162154
976;0.162136
977;0.162118
978;0.162099
979;0.162081
980;0.162062
981;0.162044
982;0.162025
983;0.162005
984;0.161986
985;0.161966
986;0.161947
987;0.161927
988;0.161906
989;0.161885
990;0.161863
991;0.161841
992;0.161819
993;0.161797
994;0.161775
995;0.161753
996;0.161731
997;0.161708
998;0.161686
999;0.161662
1000;0.161637
1001;0.161612
1002;0.161587
1003;0.161561
1004;0.161536
1005;0.161511
1006;0.161485
1007;0.161459
1008;0.161432
1009;0.161405
1010;0.161377
1011;0.161348
1012;0.161319
1013;0.161290
1014;0.161261
1015;0.161232
1016;0.161204
1017;0.161175
1018;0.161146
1019;0.161116
1020;0.161084
1021;0.161051
1022;0.161018
1023;0.160985
1024;0.160953
1025;0.160920
1026;0.160886
1027;0.160852
1028;0.160815
1029;0.160778
1030;0.160739
1031;0.160701
1032;0.160662
1033;0.160623
1034;0.160584
1035;0.160544
1036;0.160503
1037;0.160462
1038;0.160420
1039;0.160378
1040;0.160336
1041;0.160292
1042;0.160249
1043;0.160205
1044;0.160161
1045;0.160116
1046;0.160070
1047;0.160024
1048;0.159977
1049;0.159929
1050;0.159880
1051;0.159830
1052;0.159780
1053;0.159729
1054;0.159677
1055;0.159624
1056;0.159571
1057;0.159517
1058;0.159462
1059;0.159406
1060;0.159350
1061;0.159293
1062;0.159236
1063;0.159177
1064;0.159119
1065;0.159060
1066;0.159000
1067;0.158939
1068;0.158876
1069;0.158813
1070;0.158749
1071;0.158685
1072;0.158619
1073;0.158553
1074;0.158485
1075;0.158418
1076;0.158349
1077;0.158280
1078;0.158210
1079;0.158139
1080;0.158068
1081;0.157996
1082;0.157923
1083;0.157848
1084;0.157773
1085;0.157697
1086;0.157621
1087;0.157544
1088;0.157465
1089;0.157386
1090;0.157305
1091;0.157224
1092;0.157142
1093;0.157059
1094;0.156976
1095;0.156892
1096;0.156807
1097;0.156722
1098;0.156635
1099;0.156548
1100;0.156459
1101;0.156370
1102;0.156279
1103;0.156188
1104;0.156097
1105;0.156005
1106;0.155911
1107;0.155817
1108;0.155722
1109;0.155626
1110;0.155530
1111;0.155433
1112;0.155335
1113;0.155235
1114;0.155135
1115;0.155035
1116;0.154933
1117;0.154831
1118;0.154727
1119;0.154624
1120;0.154519
1121;0.154415
1122;0.154309
1123;0.154202
1124;0.154095
1125;0.153987
1126;0.153879
1127;0.153770
1128;0.153659
1129;0.153547
1130;0.153435
1131;0.153323
1132;0.153209
1133;0.153095
1134;0.152981
1135;0.152866
1136;0.152752
1137;0.152637
1138;0.152520
1139;0.152402
1140;0.152285
1141;0.152166
1142;0.152047
1143;0.151927
1144;0.151806
1145;0.151685
1146;0.151564
1147;0.151443
1148;0.151321
1149;0.151198
1150;0.151075
1151;0.150952
1152;0.150827
1153;0.150702
1154;0.150576
1155;0.150450
1156;0.150323
1157;0.150198
1158;0.150072
1159;0.149946
1160;0.149820
1161;0.149694
1162;0.149567
1163;0.149437
1164;0.149306
1165;0.149175
1166;0.149044
1167;0.148914
1168;0.148784
1169;0.148655
1170;0.148526
1171;0.148397
1172;0.148269
1173;0.148140
1174;0.148010
1175;0.147876
1176;0.147742
1177;0.147608
1178;0.147475
1179;0.147342
1180;0.147210
1181;0.147079
1182;0.146949
1183;0.146819
1184;0.146689
1185;0.146558
1186;0.146424
1187;0.146288
1188;0.146153
1189;0.146018
1190;0.145884
1191;0.145751
1192;0.145619
1193;0.145489
1194;0.145359
1195;0.145228
1196;0.145096
1197;0.144963
1198;0.144827
1199;0.144690
1200;0.144554
1201;0.144419
1202;0.144286
1203;0.144154
1204;0.144023
1205;0.143892
1206;0.143761
1207;0.143631
1208;0.143499
1209;0.143365
1210;0.143228
1211;0.143089
1212;0.142952
1213;0.142817
1214;0.142682
1215;0.142548
1216;0.142415
1217;0.142283
1218;0.142152
1219;0.142020
1220;0.141886
1221;0.141751
1222;0.141613
1223;0.141472
1224;0.141330
1225;0.141189
1226;0.141048
1227;0.140906
1228;0.140766
1229;0.140626
1230;0.140486
1231;0.140344
1232;0.140201
1233;0.140057
1234;0.139911
1235;0.139762
1236;0.139611
1237;0.139460
1238;0.139309
1239;0.139158
1240;0.139008
1241;0.138858
1242;0.138708
1243;0.138559
1244;0.138410
1245;0.138262
1246;0.138112
1247;0.137962
1248;0.137810
1249;0.137655
1250;0.137497
1251;0.137339
1252;0.137180
1253;0.137021
1254;0.136863
1255;0.136704
1256;0.136545
1257;0.136387
1258;0.136229
1259;0.136072
1260;0.135914
1261;0.135756
1262;0.135597
1263;0.135436
1264;0.135274
1265;0.135112
1266;0.134951
1267;0.134791
1268;0.134631
1269;0.134472
1270;0.134315
1271;0.134160
1272;0.134006
1273;0.133853
1274;0.133701
1275;0.133549
1276;0.133396
1277;0.133243
1278;0.133089
1279;0.132935
1280;0.132782
1281;0.132631
1282;0.132482
1283;0.132334
1284;0.132189
1285;0.132045
1286;0.131903
1287;0.131761
1288;0.131621
1289;0.131480
1290;0.131339
1291;0.131196
1292;0.131054
1293;0.130912
1294;0.130772
1295;0.130635
1296;0.130500
1297;0.130366
1298;0.130234
1299;0.130104
1300;0.129974
1301;0.129845
1302;0.129715
1303;0.129584
1304;0.129453
1305;0.129322
1306;0.129192
1307;0.129063
1308;0.128934
1309;0.128808
1310;0.128684
1311;0.128561
1312;0.128440
1313;0.128320
1314;0.128200
1315;0.128080
1316;0.127961
1317;0.127843
1318;0.127727
1319;0.127613
1320;0.127500
1321;0.127387
1322;0.127276
1323;0.127167
1324;0.127060
1325;0.126953
1326;0.126847
1327;0.126742
1328;0.126638
1329;0.126536
1330;0.126435
1331;0.126336
1332;0.126237
1333;0.126139
1334;0.126042
1335;0.125948
1336;0.125854
1337;0.125762
1338;0.125671
1339;0.125580
1340;0.125492
1341;0.125406
1342;0.125319
1343;0.125233
1344;0.125149
1345;0.125066
1346;0.124985
1347;0.124905
1348;0.124827
1349;0.124750
1350;0.124673
1351;0.124599
1352;0.124526
1353;0.124453
1354;0.124382
1355;0.124312
1356;0.124243
1357;0.124175
1358;0.124109
1359;0.124045
1360;0.123981
1361;0.123918
1362;0.123856
1363;0.123795
1364;0.123736
1365;0.123678
1366;0.123621
1367;0.123565
1368;0.123510
1369;0.123456
1370;0.123403
1371;0.123352
1372;0.123301
1373;0.123250
1374;0.123200
1375;0.123151
1376;0.123103
1377;0.123055
1378;0.123008
1379;0.122961
1380;0.122917
1381;0.122872
1382;0.122829
1383;0.122786
1384;0.122744
1385;0.122703
1386;0.122663
1387;0.122623
1388;0.122584
1389;0.122547
1390;0.122510
1391;0.122475
1392;0.122441
1393;0.122407
1394;0.122374
1395;0.122341
1396;0.122310
1397;0.122278
1398;0.122248
1399;0.122219
1400;0.122191
1401;0.122165
1402;0.122140
1403;0.122115
1404;0.122092
1405;0.122069
1406;0.122047
1407;0.122026
1408;0.122006
1409;0.121987
1410;0.121968
1411;0.121951
1412;0.121935
1413;0.121919
1414;0.121903
1415;0.121888
1416;0.121873
1417;0.121858
1418;0.121843
1419;0.121830
1420;0.121817
1421;0.121805
1422;0.121793
1423;0.121782
1424;0.121772
1425;0.121762
1426;0.121752
1427;0.121743
1428;0.121735
1429;0.121728
1430;0.121721
1431;0.121716
1432;0.121711
1433;0.121706
1434;0.121702
1435;0.121699
1436;0.121696
1437;0.121693
1438;0.121692
1439;0.121690
1440;0.121690
1441;0.121690
1442;0.121690
1443;0.121692
1444;0.121694
1445;0.121695
1446;0.121698
1447;0.121701
1448;0.121706
1449;0.121710
1450;0.121716
1451;0.121721
1452;0.121727
1453;0.121733
1454;0.121739
1455;0.121746
1456;0.121753
1457;0.121760
1458;0.121768
1459;0.121777
1460;0.121786
1461;0.121795
1462;0.121804
1463;0.121814
1464;0.121824
1465;0.121835
1466;0.121846
1467;0.121858
1468;0.121871
1469;0.121884
1470;0.121896
1471;0.121910
1472;0.121924
1473;0.121938
1474;0.121953
1475;0.121968
1476;0.121983
1477;0.122000
1478;0.122017
1479;0.122034
1480;0.122050
1481;0.122067
1482;0.122084
1483;0.122102
1484;0.122120
1485;0.122139
1486;0.122157
1487;0.122175
1488;0.122194
1489;0.122212
1490;0.122232
1491;0.122251
1492;0.122271
1493;0.122291
1494;0.122311
1495;0.122332
1496;0.122353
1497;0.122374
1498;0.122396
1499;0.122417
1500;0.122440
1501;0.122462
1502;0.122485
1503;0.122507
1504;0.122529
1505;0.122552
1506;0.122575
1507;0.122599
1508;0.122623
1509;0.122648
1510;0.122673
1511;0.122697
1512;0.122722
1513;0.122747
1514;0.122771
1515;0.122796
1516;0.122821
1517;0.122846
1518;0.122871
1519;0.122896
1520;0.122921
1521;0.122946
1522;0.122972
1523;0.122998
1524;0.123024
1525;0.123050
1526;0.123076
1527;0.123102
1528;0.123128
1529;0.123155
1530;0.123182
1531;0.123209
1532;0.123237
1533;0.123264
1534;0.123292
1535;0.123318
1536;0.123345
1537;0.123371
1538;0.123397
1539;0.123424
1540;0.123452
1541;0.123479
1542;0.123505
1543;0.123532
1544;0.123558
1545;0.123585
1546;0.123611
1547;0.123637
1548;0.123663
1549;0.123689
1550;0.123714
1551;0.123740
1552;0.123765
1553;0.123791
1554;0.123816
1555;0.123842
1556;0.123867
1557;0.123892
1558;0.123917
1559;0.123940
1560;0.123964
1561;0.123988
1562;0.124012
1563;0.124035
1564;0.124057
1565;0.124079
1566;0.124101
1567;0.124122
1568;0.124143
1569;0.124165
1570;0.124186
1571;0.124206
1572;0.124225
1573;0.124244
1574;0.124262
1575;0.124279
1576;0.124296
1577;0.124313
1578;0.124328
1579;0.124341
1580;0.124352
1581;0.124362
1582;0.124368
1583;0.124370
1584;0.124365
1585;0.124355
1586;0.124339
1587;0.124320
1588;0.124298
1589;0.124274
1590;0.124249
1591;0.124223
1592;0.124195
1593;0.124167
1594;0.124138
1595;0.124109
1596;0.124080
1597;0.124050
1598;0.124019
1599;0.123987
1600;0.123955
1601;0.123923
1602;0.123891
1603;0.123858
1604;0.123826
1605;0.123794
1606;0.123761
1607;0.123728
1608;0.123694
1609;0.123659
1610;0.123624
1611;0.123589
1612;0.123554
1613;0.123519
1614;0.123483
1615;0.123446
1616;0.123410
1617;0.123373
1618;0.123337
1619;0.123300
1620;0.123263
1621;0.123226
1622;0.123188
1623;0.123151
1624;0.123114
1625;0.123076
1626;0.123039
1627;0.123002
1628;0.122965
1629;0.122928
1630;0.122891
1631;0.122853
1632;0.122815
1633;0.122776
1634;0.122738
1635;0.122700
1636;0.122663
1637;0.122625
1638;0.122587
1639;0.122549
1640;0.122511
1641;0.122473
1642;0.122436
1643;0.122398
1644;0.122360
1645;0.122322
1646;0.122284
1647;0.122246
1648;0.122208
1649;0.122171
1650;0.122134
1651;0.122096
1652;0.122059
1653;0.122022
1654;0.121986
1655;0.121950
1656;0.121913
1657;0.121877
1658;0.121841
1659;0.121805
1660;0.121769
1661;0.121732
1662;0.121695
1663;0.121657
1664;0.121620
1665;0.121583
1666;0.121547
1667;0.121511
1668;0.121476
1669;0.121441
1670;0.121406
1671;0.121372
1672;0.121338
1673;0.121304
1674;0.121270
1675;0.121236
1676;0.121202
1677;0.121167
1678;0.121133
1679;0.121098
1680;0.121063
1681;0.121029
1682;0.120995
1683;0.120962
1684;0.120929
1685;0.120898
1686;0.120866
1687;0.120835
1688;0.120803
1689;0.120772
1690;0.120739
1691;0.120707
1692;0.120674
1693;0.120642
1694;0.120610
1695;0.120578
1696;0.120547
1697;0.120517
1698;0.120488
1699;0.120459
1700;0.120431
1701;0.120403
1702;0.120374
1703;0.120344
1704;0.120314
1705;0.120283
1706;0.120252
1707;0.120222
1708;0.120193
1709;0.120165
1710;0.120137
1711;0.120111
1712;0.120085
1713;0.120059
1714;0.120034
1715;0.120008
1716;0.119983
1717;0.119956
1718;0.119928
1719;0.119899
1720;0.119871
1721;0.119843
1722;0.119816
1723;0.119791
1724;0.119766
1725;0.119743
1726;0.119720
1727;0.119698
1728;0.119676
1729;0.119653
1730;0.119631
1731;0.119607
1732;0.119583
1733;0.119558
1734;0.119533
1735;0.119508
1736;0.119484
1737;0.119461
1738;0.119438
1739;0.119417
1740;0.119396
1741;0.119376
1742;0.119357
1743;0.119338
1744;0.119318
1745;0.119298
1746;0.119278
1747;0.119257
1748;0.119235
1749;0.119214
1750;0.119194
1751;0.119174
1752;0.119154
1753;0.119135
1754;0.119117
1755;0.119099
1756;0.119083
1757;0.119066
1758;0.119050
1759;0.119033
1760;0.119015
1761;0.118998
1762;0.118980
1763;0.118961
1764;0.118943
1765;0.118925
1766;0.118908
1767;0.118892
1768;0.118876
1769;0.118860
1770;0.118845
1771;0.118830
1772;0.118814
1773;0.118800
1774;0.118785
1775;0.118771
1776;0.118756
1777;0.118742
1778;0.118727
1779;0.118712
1780;0.118696
1781;0.118682
1782;0.118667
1783;0.118654
1784;0.118640
1785;0.118626
1786;0.118612
1787;0.118598
1788;0.118585
1789;0.118572
1790;0.118559
1791;0.118547
1792;0.118535
1793;0.118523
1794;0.118511
1795;0.118498
1796;0.118486
1797;0.118474
1798;0.118463
1799;0.118451
1800;0.118440
1801;0.118428
1802;0.118417
1803;0.118407
1804;0.118397
1805;0.118388
1806;0.118379
1807;0.118371
1808;0.118363
1809;0.118355
1810;0.118347
1811;0.118338
1812;0.118330
1813;0.118322
1814;0.118315
1815;0.118308
1816;0.118301
1817;0.118295
1818;0.118289
1819;0.118284
1820;0.118278
1821;0.118274
1822;0.118269
1823;0.118265
1824;0.118262
1825;0.118259
1826;0.118257
1827;0.118254
1828;0.118252
1829;0.118251
1830;0.118250
1831;0.118249
1832;0.118250
1833;0.118251
1834;0.118253
1835;0.118255
1836;0.118257
1837;0.118260
1838;0.118263
1839;0.118266
1840;0.118270
1841;0.118275
1842;0.118280
1843;0.118286
1844;0.118292
1845;0.118299
1846;0.118306
1847;0.118314
1848;0.118322
1849;0.118331
1850;0.118341
1851;0.118352
1852;0.118363
1853;0.118374
1854;0.118386
1855;0.118398
1856;0.118411
1857;0.118424
1858;0.118438
1859;0.118453
1860;0.118468
1861;0.118484
1862;0.118501
1863;0.118518
1864;0.118536
1865;0.118554
1866;0.118573
1867;0.118593
1868;0.118614
1869;0.118635
1870;0.118657
1871;0.118680
1872;0.118704
