x;y
758;303.027889
759;303.208911
760;303.388724
761;303.564358
762;303.738298
763;303.912981
764;304.089056
765;304.265872
766;304.442212
767;304.619919
768;304.798642
769;304.974315
770;305.146874
771;305.319231
772;305.492524
773;305.665647
774;305.838688
775;306.012567
776;306.187992
777;306.362091
778;306.534594
779;306.706077
780;306.877352
781;307.048216
782;307.219141
783;307.391246
784;307.564269
785;307.736595
786;307.908538
787;308.079467
788;308.249929
789;308.420361
790;308.590421
791;308.761398
792;308.932350
793;309.103173
794;309.274059
795;309.444644
796;309.614251
797;309.784163
798;309.954437
799;310.124953
800;310.294886
801;310.465016
802;310.635537
803;310.805742
804;310.975959
805;311.145995
806;311.316048
807;311.485858
808;311.655686
809;311.826054
810;311.996756
811;312.166770
812;312.336728
813;312.507000
814;312.676818
815;312.846755
816;313.017111
817;313.188116
818;313.359668
819;313.530837
820;313.701032
821;313.871249
822;314.040965
823;314.211903
824;314.383763
825;314.555164
826;314.726795
827;314.897462
828;315.068029
829;315.238621
830;315.409869
831;315.582394
832;315.754946
833;315.927514
834;316.099510
835;316.270587
836;316.442035
837;316.613848
838;316.787389
839;316.961007
840;317.134446
841;317.307318
842;317.478838
843;317.651172
844;317.824069
845;317.998743
846;318.173102
847;318.346988
848;318.520478
849;318.693877
850;318.867795
851;319.042227
852;319.217763
853;319.393560
854;319.568612
855;319.742638
856;319.916857
857;320.091719
858;320.267262
859;320.443476
860;320.620326
861;320.796129
862;320.970565
863;321.145965
864;321.322715
865;321.499856
866;321.677433
867;321.855210
868;322.032039
869;322.208428
870;322.386091
871;322.564457
872;322.742774
873;322.921041
874;323.098986
875;323.276658
876;323.454464
877;323.632972
878;323.811782
879;323.991315
880;324.170164
881;324.348552
882;324.527350
883;324.706664
884;324.886356
885;325.066979
886;325.247574
887;325.427139
888;325.606639
889;325.787101
890;325.967758
891;326.148416
892;326.329708
893;326.510029
894;326.690042
895;326.871009
896;327.052635
897;327.233495
898;327.414728
899;327.596159
900;327.777172
901;327.958548
902;328.140752
903;328.322606
904;328.504246
905;328.686536
906;328.868611
907;329.050514
908;329.233063
909;329.415722
910;329.598154
911;329.781064
912;329.964049
913;330.146727
914;330.330048
915;330.513624
916;330.696743
917;330.880166
918;331.063709
919;331.246683
920;331.430157
921;331.613784
922;331.797032
923;331.980080
924;332.163687
925;332.347020
926;332.531038
927;332.715249
928;332.899437
929;333.083526
930;333.268215
931;333.452870
932;333.638052
933;333.823330
934;334.008528
935;334.193850
936;334.379344
937;334.564534
938;334.749734
939;334.934897
940;335.120200
941;335.305886
942;335.491745
943;335.677262
944;335.862727
945;336.048478
946;336.234640
947;336.421366
948;336.608076
949;336.794730
950;336.981143
951;337.167849
952;337.354699
953;337.541867
954;337.728912
955;337.916163
956;338.103112
957;338.289910
958;338.476497
959;338.663257
960;338.850257
961;339.037936
962;339.225759
963;339.413368
964;339.600694
965;339.788090
966;339.976018
967;340.164530
968;340.353267
969;340.541618
970;340.729707
971;340.917864
972;341.106191
973;341.294797
974;341.483747
975;341.672294
976;341.860707
977;342.049001
978;342.237801
979;342.426899
980;342.616233
981;342.805537
982;342.994614
983;343.183635
984;343.372896
985;343.562420
986;343.752420
987;343.942517
988;344.132043
989;344.321154
990;344.510269
991;344.699830
992;344.889974
993;345.080366
994;345.270486
995;345.460310
996;345.650457
997;345.841203
998;346.032236
999;346.223096
1000;346.413334
1001;346.602936
1002;346.793054
1003;346.983810
1004;347.175159
1005;347.366433
1006;347.557450
1007;347.748459
1008;347.939806
1009;348.131272
1010;348.322798
1011;348.513745
1012;348.704685
1013;348.896005
1014;349.087811
1015;349.280277
1016;349.473286
1017;349.666261
1018;349.859330
1019;350.052025
1020;350.244297
1021;350.436720
1022;350.629109
1023;350.821969
1024;351.015417
1025;351.208908
1026;351.402255
1027;351.595462
1028;351.788301
1029;351.981077
1030;352.173390
1031;352.365664
1032;352.558570
1033;352.752119
1034;352.945701
1035;353.139256
1036;353.332603
1037;353.526145
1038;353.720165
1039;353.914339
1040;354.108638
1041;354.302808
1042;354.497236
1043;354.692157
1044;354.887316
1045;355.082460
1046;355.277582
1047;355.472698
1048;355.668114
1049;355.863878
1050;356.059253
1051;356.254417
1052;356.449635
1053;356.645058
1054;356.840483
1055;357.035950
1056;357.231612
1057;357.427507
1058;357.623143
1059;357.819056
1060;358.015465
1061;358.212032
1062;358.408344
1063;358.604749
1064;358.801620
1065;358.998963
1066;359.196326
1067;359.393232
1068;359.590128
1069;359.787039
1070;359.984122
1071;360.181530
1072;360.378930
1073;360.576231
1074;360.773673
1075;360.971420
1076;361.169510
1077;361.367746
1078;361.565974
1079;361.764105
1080;361.962760
1081;362.161544
1082;362.360096
1083;362.558482
1084;362.756944
1085;362.955710
1086;363.154832
1087;363.354197
1088;363.553376
1089;363.752498
1090;363.951802
1091;364.151022
1092;364.350367
1093;364.550022
1094;364.749938
1095;364.950172
1096;365.150516
1097;365.350872
1098;365.551344
1099;365.751732
1100;365.952140
1101;366.152494
1102;366.352756
1103;366.553435
1104;366.754592
1105;366.955869
1106;367.156925
1107;367.357980
1108;367.559368
1109;367.760713
1110;367.962593
1111;368.164831
1112;368.366682
1113;368.568078
1114;368.770051
1115;368.972338
1116;369.174442
1117;369.376246
1118;369.578314
1119;369.780632
1120;369.983305
1121;370.186413
1122;370.389702
1123;370.592451
1124;370.795337
1125;370.999005
1126;371.203262
1127;371.406763
1128;371.609619
1129;371.812711
1130;372.016114
1131;372.219549
1132;372.423092
1133;372.626737
1134;372.830817
1135;373.035056
1136;373.240106
1137;373.445530
1138;373.649938
1139;373.854389
1140;374.059207
1141;374.264053
1142;374.468785
1143;374.673270
1144;374.877602
1145;375.082475
1146;375.288005
1147;375.494099
1148;375.700271
1149;375.906176
1150;376.112098
1151;376.317830
1152;376.523392
1153;376.728782
1154;376.933829
1155;377.138932
1156;377.344748
1157;377.551506
1158;377.758761
1159;377.966101
1160;378.174093
1161;378.382237
1162;378.590178
1163;378.796120
1164;379.000978
1165;379.205738
1166;379.411274
1167;379.617752
1168;379.825106
1169;380.033001
1170;380.241431
1171;380.450875
1172;380.661176
1173;380.870856
1174;381.078976
1175;381.284991
1176;381.490315
1177;381.695705
1178;381.902222
1179;382.109606
1180;382.317768
1181;382.527053
1182;382.737470
1183;382.948522
1184;383.159183
1185;383.368798
1186;383.576312
1187;383.781679
1188;383.987157
1189;384.193432
1190;384.400796
1191;384.609585
1192;384.819824
1193;385.031272
1194;385.243133
1195;385.454300
1196;385.664317
1197;385.873478
1198;386.079437
1199;386.284298
1200;386.489831
1201;386.696773
1202;386.905378
1203;387.115486
1204;387.326577
1205;387.538213
1206;387.750100
1207;387.961680
1208;388.171693
1209;388.379775
1210;388.584775
1211;388.788540
1212;388.993740
1213;389.200543
1214;389.408384
1215;389.616859
1216;389.826614
1217;390.037440
1218;390.248613
1219;390.458853
1220;390.667812
1221;390.875192
1222;391.080372
1223;391.283546
1224;391.486272
1225;391.689550
1226;391.893850
1227;392.098032
1228;392.303360
1229;392.509488
1230;392.715577
1231;392.921420
1232;393.126968
1233;393.331497
1234;393.534864
1235;393.735177
1236;393.933305
1237;394.132133
1238;394.331233
1239;394.530221
1240;394.729806
1241;394.929871
1242;395.130282
1243;395.331303
1244;395.532682
1245;395.733656
1246;395.934130
1247;396.133625
1248;396.331616
1249;396.527488
1250;396.721033
1251;396.914601
1252;397.108770
1253;397.303336
1254;397.497880
1255;397.692535
1256;397.886791
1257;398.081469
1258;398.276128
1259;398.471168
1260;398.666075
1261;398.859810
1262;399.052416
1263;399.243031
1264;399.432347
1265;399.621273
1266;399.810737
1267;400.000425
1268;400.189984
1269;400.379741
1270;400.570056
1271;400.761114
1272;400.952642
1273;401.144232
1274;401.335641
1275;401.526464
1276;401.715759
1277;401.903859
1278;402.090550
1279;402.275858
1280;402.461658
1281;402.648454
1282;402.835617
1283;403.023699
1284;403.212788
1285;403.402272
1286;403.591598
1287;403.780827
1288;403.969928
1289;404.158432
1290;404.345355
1291;404.530063
1292;404.713988
1293;404.897875
1294;405.082529
1295;405.268689
1296;405.455847
1297;405.643480
1298;405.831444
1299;406.019852
1300;406.207617
1301;406.395304
1302;406.581553
1303;406.766279
1304;406.950422
1305;407.134111
1306;407.318470
1307;407.502428
1308;407.687055
1309;407.872440
1310;408.058748
1311;408.245483
1312;408.432672
1313;408.619501
1314;408.804989
1315;408.989712
1316;409.174093
1317;409.358677
1318;409.543903
1319;409.729545
1320;409.915148
1321;410.099968
1322;410.285087
1323;410.471348
1324;410.658325
1325;410.844831
1326;411.031004
1327;411.217364
1328;411.403627
1329;411.589834
1330;411.776991
1331;411.964366
1332;412.150720
1333;412.336754
1334;412.523950
1335;412.711483
1336;412.899453
1337;413.087267
1338;413.274878
1339;413.462850
1340;413.651696
1341;413.841137
1342;414.029500
1343;414.217373
1344;414.405911
1345;414.594942
1346;414.784607
1347;414.975256
1348;415.166150
1349;415.356774
1350;415.547264
1351;415.738493
1352;415.930670
1353;416.122222
1354;416.313948
1355;416.505740
1356;416.697708
1357;416.890072
1358;417.083639
1359;417.277851
1360;417.471927
1361;417.665631
1362;417.859605
1363;418.054741
1364;418.250153
1365;418.445939
1366;418.642205
1367;418.839431
1368;419.037336
1369;419.235077
1370;419.433451
1371;419.632947
1372;419.832327
1373;420.031161
1374;420.231095
1375;420.431039
1376;420.631103
1377;420.831284
1378;421.031591
1379;421.232807
1380;421.435490
1381;421.638575
1382;421.841957
1383;422.046198
1384;422.250632
1385;422.455842
1386;422.661344
1387;422.867184
1388;423.073466
1389;423.281195
1390;423.489574
1391;423.698771
1392;423.908921
1393;424.118965
1394;424.328736
1395;424.539152
1396;424.749686
1397;424.959829
1398;425.170441
1399;425.382167
1400;425.595608
1401;425.810196
1402;426.025667
1403;426.241456
1404;426.457708
1405;426.674999
1406;426.892721
1407;427.110913
1408;427.329622
1409;427.549473
1410;427.770600
1411;427.992980
1412;428.216253
1413;428.439041
1414;428.662347
1415;428.886392
1416;429.110869
1417;429.334757
1418;429.559071
1419;429.784344
1420;430.011122
1421;430.239278
1422;430.468369
1423;430.697914
1424;430.928062
1425;431.159342
1426;431.390924
1427;431.623366
1428;431.856667
1429;432.090832
1430;432.326698
1431;432.564065
1432;432.801657
1433;433.039194
1434;433.277474
1435;433.516984
1436;433.756676
1437;433.996745
1438;434.238077
1439;434.480103
1440;434.722972
1441;434.966865
1442;435.211487
1443;435.457030
1444;435.703550
1445;435.949916
1446;436.197756
1447;436.447247
1448;436.698021
1449;436.949593
1450;437.202203
1451;437.455643
1452;437.709257
1453;437.963493
1454;438.219065
1455;438.475481
1456;438.731699
1457;438.989188
1458;439.248310
1459;439.508863
1460;439.769872
1461;440.031226
1462;440.293484
1463;440.556194
1464;440.819767
1465;441.084771
1466;441.351034
1467;441.618286
1468;441.886348
1469;442.154847
1470;442.423571
1471;442.693623
1472;442.964363
1473;443.236022
1474;443.508834
1475;443.782388
1476;444.057469
1477;444.334309
1478;444.611958
1479;444.889503
1480;445.167352
1481;445.445452
1482;445.724740
1483;446.005837
1484;446.288448
1485;446.572120
1486;446.856011
1487;447.139590
1488;447.423993
1489;447.709863
1490;447.996997
1491;448.283800
1492;448.571686
1493;448.860502
1494;449.149847
1495;449.439842
1496;449.731052
1497;450.022985
1498;450.315588
1499;450.609122
1500;450.904104
1501;451.200508
1502;451.497262
1503;451.793325
1504;452.089932
1505;452.387157
1506;452.685518
1507;452.985434
1508;453.286601
1509;453.588647
1510;453.891241
1511;454.193907
1512;454.496435
1513;454.799182
1514;455.102425
1515;455.406684
1516;455.710807
1517;456.015837
1518;456.321741
1519;456.627364
1520;456.933337
1521;457.240369
1522;457.548285
1523;457.856795
1524;458.165728
1525;458.474862
1526;458.784535
1527;459.094936
1528;459.405761
1529;459.716915
1530;460.028476
1531;460.340414
1532;460.653162
1533;460.966731
1534;461.280185
1535;461.592535
1536;461.904777
1537;462.216604
1538;462.528142
1539;462.840941
1540;463.154260
1541;463.467533
1542;463.779180
1543;464.090520
1544;464.402180
1545;464.714563
1546;465.027233
1547;465.339526
1548;465.651226
1549;465.962457
1550;466.273623
1551;466.584929
1552;466.896209
1553;467.207323
1554;467.518201
1555;467.828810
1556;468.139242
1557;468.448920
1558;468.756945
1559;469.063350
1560;469.368794
1561;469.673990
1562;469.979179
1563;470.283140
1564;470.585193
1565;470.885645
1566;471.184708
1567;471.482588
1568;471.780032
1569;472.076922
1570;472.372844
1571;472.667152
1572;472.959021
1573;473.248281
1574;473.535683
1575;473.821746
1576;474.106360
1577;474.388729
1578;474.666998
1579;474.939575
1580;475.206489
1581;475.466806
1582;475.716311
1583;475.949030
1584;476.161121
1585;476.352349
1586;476.525809
1587;476.686301
1588;476.837744
1589;476.981661
1590;477.120520
1591;477.255525
1592;477.387597
1593;477.516909
1594;477.644396
1595;477.770216
1596;477.893797
1597;478.014772
1598;478.133375
1599;478.249866
1600;478.365210
1601;478.480168
1602;478.594699
1603;478.708840
1604;478.822897
1605;478.935780
1606;479.047113
1607;479.156910
1608;479.264167
1609;479.369526
1610;479.474422
1611;479.578976
1612;479.683871
1613;479.786946
1614;479.888218
1615;479.989008
1616;480.089514
1617;480.189373
1618;480.289309
1619;480.388689
1620;480.486104
1621;480.582266
1622;480.678115
1623;480.774100
1624;480.870234
1625;480.966157
1626;481.061879
1627;481.157900
1628;481.254298
1629;481.351378
1630;481.448167
1631;481.542967
1632;481.636423
1633;481.729381
1634;481.822757
1635;481.917010
1636;482.012072
1637;482.106282
1638;482.200113
1639;482.293699
1640;482.387892
1641;482.482962
1642;482.578015
1643;482.672378
1644;482.766731
1645;482.859983
1646;482.953306
1647;483.047999
1648;483.143836
1649;483.239991
1650;483.336136
1651;483.431748
1652;483.528216
1653;483.625935
1654;483.724456
1655;483.822636
1656;483.920169
1657;484.017758
1658;484.116854
1659;484.217531
1660;484.318433
1661;484.418214
1662;484.517344
1663;484.615913
1664;484.715338
1665;484.816047
1666;484.917857
1667;485.020610
1668;485.122980
1669;485.226310
1670;485.330757
1671;485.436039
1672;485.542379
1673;485.649368
1674;485.756501
1675;485.863879
1676;485.971180
1677;486.079175
1678;486.187894
1679;486.296489
1680;486.405129
1681;486.514777
1682;486.625221
1683;486.737146
1684;486.850575
1685;486.965070
1686;487.080044
1687;487.195337
1688;487.310960
1689;487.427310
1690;487.543723
1691;487.660295
1692;487.777548
1693;487.895306
1694;488.013646
1695;488.132936
1696;488.253411
1697;488.375654
1698;488.499133
1699;488.623630
1700;488.749081
1701;488.874556
1702;488.999399
1703;489.124405
1704;489.249472
1705;489.374847
1706;489.500638
1707;489.627849
1708;489.756671
1709;489.886921
1710;490.018267
1711;490.150808
1712;490.284516
1713;490.418926
1714;490.554070
1715;490.689819
1716;490.825598
1717;490.960734
1718;491.095325
1719;491.229982
1720;491.365503
1721;491.502521
1722;491.641260
1723;491.781667
1724;491.923559
1725;492.066752
1726;492.211036
1727;492.356025
1728;492.501178
1729;492.646430
1730;492.791959
1731;492.937609
1732;493.082996
1733;493.228575
1734;493.374476
1735;493.521247
1736;493.669015
1737;493.817869
1738;493.967895
1739;494.119138
1740;494.271555
1741;494.424995
1742;494.579271
1743;494.734252
1744;494.889671
1745;495.045125
1746;495.200706
1747;495.356451
1748;495.512505
1749;495.669053
1750;495.826213
1751;495.984016
1752;496.142601
1753;496.302239
1754;496.463092
1755;496.625146
1756;496.788199
1757;496.951907
1758;497.115755
1759;497.279468
1760;497.443070
1761;497.606627
1762;497.770240
1763;497.934167
1764;498.098574
1765;498.263620
1766;498.429505
1767;498.596344
1768;498.763999
1769;498.932007
1770;499.100337
1771;499.268798
1772;499.437506
1773;499.606792
1774;499.776519
1775;499.946557
1776;500.116992
1777;500.287530
1778;500.457568
1779;500.627440
1780;500.797634
1781;500.968429
1782;501.139972
1783;501.312211
1784;501.484258
1785;501.655996
1786;501.827781
1787;501.999899
1788;502.172388
1789;502.345248
1790;502.518566
1791;502.692318
1792;502.866263
1793;503.040153
1794;503.213959
1795;503.387872
1796;503.562067
1797;503.736480
1798;503.910957
1799;504.085391
1800;504.259766
1801;504.434174
1802;504.608789
1803;504.783826
1804;504.959464
1805;505.135724
1806;505.312592
1807;505.490075
1808;505.668070
1809;505.845958
1810;506.022779
1811;506.199572
1812;506.376506
1813;506.553572
1814;506.730788
1815;506.908165
1816;507.085671
1817;507.263316
1818;507.441087
1819;507.618845
1820;507.796624
1821;507.974598
1822;508.152859
1823;508.331447
1824;508.510402
1825;508.689709
1826;508.869379
1827;509.049374
1828;509.229324
1829;509.409694
1830;509.590428
1831;509.771775
1832;509.953672
1833;510.135900
1834;510.318192
1835;510.500417
1836;510.682486
1837;510.864307
1838;511.045982
1839;511.227641
1840;511.409380
1841;511.591369
1842;511.773751
1843;511.956547
1844;512.139591
1845;512.322261
1846;512.504630
1847;512.687469
1848;512.870686
1849;513.054147
1850;513.237706
1851;513.421167
1852;513.604361
1853;513.787306
1854;513.970046
1855;514.152636
1856;514.335201
1857;514.517830
1858;514.700494
1859;514.883111
1860;515.065623
1861;515.248039
1862;515.430425
1863;515.612772
1864;515.794868
1865;515.977102
1866;516.159422
1867;516.341786
1868;516.524288
1869;516.706991
1870;516.889675
1871;517.072150
